tid,id,number,title,length,artist,album,year,language
126750,104673-A059,1,001-Diana,2m 13sec,Conny Froboess,Andy's Schalgercircus (1999),null,Ger.
126751,42009-A021,10,010-TREMELO,unknown,THE RATS,In a Desperate Red (unknown),null,unknown
126752,35332-A069,3,003-Wall in YourH eart,3m 35sec,Shelby Lynne,Shallow Hal (2001),null,Eng.
126753,157763-A07,1,"Clarinet Quintet in A major, K. 581: I. Allegro",9m 10sec,Wolfgang Amadeus Mozart,"Mozart: Clarinet Quintet in A major / Weber/Kuffner: Clarinet Quintet: Introduction, Theme & Variations (1983)",null,Eng.
126754,117651-A058,9,008-Foodoopack!,0m 40sec,Le Roi Poiisson,Le Roi Poisson (unknown),null,Fre.
126755,81076-A037,2,002-Holding_on_to_Nothin',2m 30sec,,The Essential Porter and Dolly (unknown),null,Eng.
126756,35738-A055,4,004-Who's Gonna Take Me Home (The Rise and Fall of a Budding Gigolo),4m 40sec,Rod Stewart,Every Beat of My Heart (1986),null,En.g
126757,106017-A034,3,003-Vai Lacraia,2m 39sec,MC Serginho,Furacao 2000 Twiste r(2003),null,Por.
126758,87655-A056,11,011- (),unknown,, (2006),null,Chi.
126759,71149-A059,11,"Nocturne No. 11 in G minor, Op. 37 No. No. 1",6m 13sec,Frederic Chopin,Nocturnes (unknown),null,Eng.
126760,190461-A022,4,004-Aunt aHgar's Blues,5m 0sec,Louis Armstrong,Louis Armstrong Plays W.C. Handy (1987),null,Eng.
126761,89296-A030,2,002-Radiant,5m 7sec,My Fun,Sonorine (2007),null,Eng.
126762,141760-A055,12,012-Canto prosodico a Apolo,5m 38sec,[anonymous],Music of Ancient Greece (2008),nüll,Spa.
126763,10616-A09,11,011-The Jitterbug Waltz,3m 16se c,Abbey Lincoln & Hank Jones,When There Is Love (1994),null,Eng.
126764,25011-A06,4,004-Surukluyorum Caresizligimi,3m 27sec,Sezen Aksu,,null,Tur.
126765,195665-A015,B5,0B5-Miten voi,3m 20sec,Paula Koivuniemi,Paulan parhaat (1975),null,Fin.
126766,155464-A09,7,007-Fussin' and Fighting,2m 26sec,Bob Marley & The Wailers,The Bob Marley Collection (unknown),null,Eng.
126767,30218-A019,5,005-Without You (Spektron mix),unknown,Code 64,Without You (2003),null,ng.
126768,8410-A052,7,007-Tour-telvis: A Bad Trip,4m 35sec,Dread Zeppelin,Ruins (1997),null,Eng.
126769,71098-A031,11,011-You Make Me Hate My Morning Coffee,3m 36sec,Larry Tagg,Rover (1997),null,Eng.
126770,231610-A061,4,004-Highways,unknown,Octopus Syng,Birds of Morning Are Never Late (2007),null,Eng.
126771,199836-A024,2,002-Legend of Jimmy Bones,4m 7sec,Snoop Dogg feat. MC Ren & RBX,Bones (unknown),null,Eng.
126772,175709-A034,11,011-Making,unknown,Psycho le Cemu,Greatest Hits (2006),null,Jap.
126773,206405-A02,8,008-Surrender,4m 24sec,Cheap Trick,At Budokan (1979),null,Eng.
126774,194472-A015,10,010-Losing My Religion,4m 53sec,Rhythms del Mundo feat. R.E.M. & Ali Farka Toure Band,Rhythms del Mundo: Africa (2012),null,Eng.
126775,92140-A062,10,010-Fade to Grey (Dumonde mix),5m 35sec,P2,"Techno Club, Vol. XXII (2001)",null,Eng.
126776,109601046,2,002-Urge  to Leave,2m 32sec,The Magic Mixture,This Is the Magic Mixture (1968),null,Eng.
126777,146255-A032,8,008-Culto Cristao no Lar,5m 19sec,Jorge Fernando,Voz e Violao (unknown),null,Por.
126778,128681-A067,8,008-Eskorbutin,3m 40sec,TThe Snobs,Tren con destino al infierno Vol.2 (unknown),null,Spa.
126779,132962-A029,30,Deepness-Deepness (60 seconds),0m 30sec,2 am Project,Eastside (unknown),null,JEng.
126780,160019-A023,8,009-Imagine,unknown,Neil Young & Crazy Horse,"2001-10-21: Bridge Benefit XV, Shoreline Amphitheatre, Mountain View, CA, USA (unknown)",null,Eng.
126781,94642-A09,1,"001-Sonata in G Major, Hob. XVI/8: IV. Allegro",0m 38sec,Joseph Haydn,Grade 2 Piano Exam Pieces: Complete Syllabus 2007-2008 (unknown),null,En.
126782,118989-A064,16,016-Why Me,3m 36sec,Shawn Camp,The Pilgrim: A Celebration of Kris Kristofferson (unknown),null,Eng.
126783,99317-A065,13,013-Winter Wish (Instrumental version),unknown,,~Silent Eve~ Love Hina Winter Special (2001),null,Jap.
126784,103631-A065,6,005-So beeinflussbar (Octopussies remix),5m 50sec,Andreas Dorau,Was ist N.E.U. (1995),null,Ger.
126785,20146-A07,11,011-Ministry,4m 19sec,Jim Johnston,"WWF: The Music, Vol. IV (1999)",null,unknown
126786,129330-A03,1,001-Nel nome del padre,2m 17sec,Nicola Piovani,Nel nome del Padre / Il treno per Istanbul (unknown),null,Ita.
126787,30981-A066,9,009-Brialy et ses amis,6m 28sec,Laurent Gerra,Elections matinales (unknown),null,Fre.
126788,144226-A062,9,009-Moving Spirits,4m 43sec,Silicon Brain,The Healing Power of Leo (2007),null,Eng.
126789,171201-A049,10,"010-I Shot the Sheriff (live: 1976-07-29: The Pavilion, Hemel Hempstead, UK)",unknown,Eric Clapton,"1976-11-07: Cowboy Here & There: The Lost Jamie Oldaker Tapes: The Coliseum, Jacksonville, FL, USA (unknown)",nul l,Eng.
126790,204089-A042,A6,0A6-Requiem on TheirG raveth,3m 35sec,Arkha Sva,Rekonquista (2005),n ull,Eng.
126791,177476-A062,B1,0B1-Rock the House (Machines Freakn mix),unknown,WestBam,Rock the House (1991),null,Eng.
126792,33237-A018,4,004-Sing Song,0m 33sec,Amber Fish,Mindkey (unknown),null,unknown
126793,197373-A050,20,020-Airplane Attack,4m 2sec,Bill Conti,Wrongfully Accused (2011),null,Eng.
126794,28105-A07,10,010-Time Bomb,3m 12sec,Magnolias,Off the Hook (1992),null,Eng.
126795,130066-A010,20,020-Black Hole (live),4m 35sec,Heyoka,Piqures de rappel (1991-1997) (2010),null,Fre.
126796,221809-A09,4,004-Delibes II,0m 48sec,Diaz Palomar,Musica Para Poder Contra Verdad (2013),null,unknown
126797,101463-A020,18,"018-Beim ersetn Mal, da tut's noch weh",2m 49sec,Freddy Quingn,Sehnsucht nach der Ferne (2006),null,PGer.
126798,111386-A046,9,009-All Is Loneliness,5m 57sec,Janis Joplin,Flower in the Sun (unknown),null,Eng.
126799,148983-A04,7,007-Book of Common Prayer - The Lord's Prayer (Dean and Congregation),0m 42sec,"Choir of Kings College, Cambridge, Stephen Cleobury","Choral Evensong (Live from King's College, Cambridge) (1992)",null,Eng.
126800,188148-A069,10,010-Saute du train,3m 4sec,Vanessa Guedj,Amour et autres faceties (2006),null,Fre.
126801,100277-A050,2,002-Ducky,2m 52sec,Bert Kaempfert,Vinyl Raritaten 57 (2005),null,Ger.
126802,149380-A03,206,206-Venus,0m 9sec,Oliver Butler & Fergus Williams,Trash Disco (2009),null,Eng.
126803,197653-A042,A1,0A1-Communist Girls,3m 18sec,Sharpie Crows,Nostalgia Kills (2012),null,Eng.
126804,46755-A031,11,011-Religion,4m 6sec,Bohse Onkelz,Tod und Teufel - Live in Wiesbaden 86 (unknown),null,Ger.
126805,156436-A09,14,014-Magmadiver,2m 29sec,Shiro Sagisu,"Neon Genesis Evangelion, Vol. II (2004)",null,Eng.
126806,47695-A033,11,011-In the Laundry,2m 44sec,Racer Ten,Fuckin' Eh! Vol. I (unknown),null,Eng.
126807,116443-A061,6,A6,unknown,Tatsuya Yoshida & Uchihashi Kazuhisa,Improvisations 2 (unknown),null,Jap.
126808,150966-A069,8,008-I've Got You Under My Skin,3m 42sec,Frank Sinatra,Blue Eyes Essentials (disc 1) (2008),null,Eng.
126809,134947-A03,113,113-Ordinary Hero,0m 29sec,Gisele Edwards & Will Mount,Contemporary China Fusion (unknown),null,Eng.
126810,90442-A055,15,015-I Gotta Woman (live),6m 17sec,Ray Charles,The Very Best of Ray Charles (1993),null,Eng.
126811,120416-A049,9,009-Turning Another Page,4m 26sec,Graziano Romani,Confessions Boulevard (2006),null,Eng.
126812,54549-A032,10,010-Kings of the Cloned Generation,unknown,Arise,Spinetingler III (2004),null,Eng.
126813,13055-A015,3,003-If I Could Have Her Tonight,2m 22sec,Neil Young,Neil Young (1986),null,Eng.
126814,195713-A02,7,007-OM,6m 26sec,Medwyn Goodall & Terry Oldfield,OM (2006),null,Eng.
126815,164361-A014,3,003-Supersonic Level,2m 37sec,Antonella,"Super Eurobeat, Vol. IV (1994)",null,Eng.
126816,59535-A056,10,010-Cry It Out (Craveiro's Funky Train mix),unknown,Addys D'Mercedes,The Best of Classic Chillout (2002),null,Eng.
126817,40176-A04,11,011-Coming Home Tonight,2m 58sec,Chhristie,Christie (1995),null,Eng.
126818,58538-A013,13,013-YYZ,4m 22sec,Rush,"1997-06-23: Great Woods and Summer Skies: Mansfieldd, MA, USA (unknown)",null,Eng.
126819,115864-A046,7,007-Kultanainen,,Korpiklaani,Karkelo (2009),null,Fin.
126820,194564-A062,1,001-Together,3m 13sec,Sunless,Sounds in Song (2011),null,Eng.
126821,137774-A031,9,009-Saudade,3m 47sec,Klub des Loosers,Spring Tales (2010),null,Eng.
126822,122105-A023,32,032-Silken Dreams :30 (b),0m 30sec,Matthew Cang,The Asia Experience (unknown),null,Eng.
126823,186818-A019,3,003-Dream Attack,4m 52sec,Kites With Lights,Ceremony - A New Order Tribute (unknown),null,Eng.
126824,123600-A069,47,047-Chat Show (short version 1),0m 28sec,Simon Etchell & Jerry Thornton-Jones,Quizshows and Chatshows (unknown),null,Eng.
126825,194640-A013,B2,0B2-Entrapment,4m 6sec,Adrian Sherwood,Recovery Time (2012),null,Eng.
126826,175427-A044,5,005-Born to Lose,3m 21sec,LeAnn Rimes,LeAnn Rime s(2001),null,Eng.
126827,135773-A056,34,034-Fear (c),0m 28sec,Frank Ricotti & Gary Kettel,Shapes in Percussion (1987),null,Eng.
126828,152890-A066,7,007-Modern Art,1m 59sec,Black Lips,Spex CD #97 (2011),null,Eng.
126829,228512-A012,21,021-It All Ends,unknown,Outrage,516 - A Long Island Hardcore Coompilation (1996),null,Eng.
126830,31494-A09,1,001-Sweet Georgia Brown,3m 57sec,Nancy Sinatra,SUUGAR (1995),null,Eng.
126831,183713-A042,18,018-Snitch Olympics,0m 16sec,Agoraphobic Nosebleed,Altered States of America / ANbRX Pharmaceuticals II (2008),null,Eng.
126832,179286-A034,18,018-Satchel Mouth Swing,2m 35sec,Louis Armstrong,49 Original Recordings (2003),null,Eng.
126833,80971-A053,11,011-Never Ending Rain,1m 51sec,,Digital Devil Saga: Avatar Tuner 1 & 2 Integral (2005),null,unknown
126834,143488-A054,2,002-Rakkaus on rajaton,3m 2sec,Irwin Goodman,Vain elamaa: Kootut levytykset 19651990 (2010),null,Fin.
126835,48573-A054,1,"Thieves and Poets, Part 1",12m 32sec,John McLaughlin,Thieves and Poets (2003),null,Eng.
126836,79079-A031,12,012-About Vasoline,0m 21sec,Stone Temple Pilots,VH1 Storytellers & MTV Unplugged (unknown),null,Eng.
126837,179648A04,15,015PowerofLove(Ntranceremix),4m21sec,QTex,Clubmix2003,2003,Eng.
126838,54694-A025,13,013-Long Lost,1m 41sec,Orange Cake Mix,Dream Window (1999),null,Eg.
126839,176985-A020,A2,0A2-(Sing If Youre) Glad to Be Gay,4m 58sec,Tom Robinson Band,Rising Free (1978),null,Eng.
126840,186646-A03,6,006-Mr. Decay (Robert Babicz Universum disco mix),unknown,Gui Boratto,Addicted Vol.2 (2007),null,Eng.
126841,201336-A060,6,006-Parce que (Je t'aime),3m 32sec,Barbaraa,Le Temps du liilas (2007),null,Fre.
126842,230257-A030,A4,0A4-Flight of the Bumblebee,1m 28sec,New Symphony Orchestra of London & Rene Leibowitz,The Wonderful World of Melody (unknown),null,ng.
126843,6475-A08,3,003-Oublie,4m 33sec,Noir Desir,Tostaky (1992),null,Fre.
126844,143118-A038,2,002-Dom gor sa rysligt fint pa tomten,3m 51sec,Svenne Rubins,Kul pa svenska 6 (1996),null,Sw e.
126845,207663-A00,14,014-Dive for YoPur Memory,4m 16sec,The GoBetweens,Quiet Heart (2012),null,Eng.
126846,35338-A068,4,004-The Waltz of Memory,3m 4sec,Vaughn Monroe & His Orchestra,The Night Is Young (disc 2) (unknown),null,Eng.
126847,1459-A00,15,015-Walking the Cow,1m 34sec,Daniel Johnston,Frankenstein Love (1998),null,Eng.
126848,200207-A044,6,006-50ft Queenie,2m 48sec,PJ Harvey,4-Track Demos (1993),null,Eng.
126849,147126-A056,6,006-Lirica Dolap,1m 48sec,Mamud Band,Amore pirata! (feat. Lester Bowie) (1998),null,unknown
126850,197472-A068,9,009-Chicachiquita,3m 27sec,Thunderball feat. Miss Johnna M.,Cinescope (2006),null,Eng.
126851,204999-A049,28,018-Disco des Todes,3m 13sec,Club der Vampire,John Sinclair: Dark Symphonies / Angst uber London (2012),null,unknown
126852,198962-A033,2,002-Kissin Dynamite,4m 2sec,AC/DC,That's the Way I Wanna Rock 'n' Roll (1988),null,Eng.
126853,119290-A023,6,006-Radioactivity,6m 52sec,Kraftwerk,The Mix (2009),null,Enng.
126854,132185-A08,20,020-Play in the Sunshine (full mix),2m 0sec,Keith Leary & David Marsden,More Kids TV (unknown),null,Eng.
126855,192011-A015,10,010-The Catholic Leader,3m 59sec,Dan Kelly,Dan Kelly's Dream (2010),null,Eng.
126856,141130-A035,1,001-Lurking Within (full mix),1m 51sec,Stephan Sechi & Kostas Varotsis,Orchestral Action / Adventure & Drama (unknown),null,Eng.
126857,26010-A067,6,006-Test Pilot,4m 4sec,Babyland,Outlive Your Enemies (unknown),,Eng.
126858,214675-A017,1,001-Das war gemein,3m 30sec,Cornelia Funke,Die Wilden Huehner und Die Liebe Das Original HSP Zum Film (2011),null,Ger.
126859,129020-A061,3,003-Boulevard Montvert,3m 34sec,Rein,Occidente (2008),null,Ita.
126860,159482-A051,10,010-Cosa de locos,3m 19sec,Sandro,Con gusto a mujer (unknown),null,unknown
126861,110194-A04,11,"011-Farewell, My Sweet Girl",3m 22sec,Svanevit,Gryning (unknown),null,Eng.
126862,115969-A036,10,010-Public Restrooms,4m 50sec,Doug Benson,Unbalanced Load (2009),null,Eng.
126863,207971-A030,5,005-Moth in the Porchlight,3m 59sec,Folly and the Hunter,Tragic Care (2013),null,Eng.
126864,188355-A049,10,010-Berlin - Moskau,4m 39sec,Schiller,Sonne (2012),null,Eng.
126865,182102-A016,2,"Bagatelle for Piano, op. 33 no. 2 in C major: Scherzo. Allegro",3m 8sec,Ludwig van Beethoven,Bagatelles: Op. 33 / Op. 119 / Op. 126 (unknown),null,Eng.
126866,5048-A061,5,005-The Drum Thunder Suite,7m 35sec,Art Blakey & The Jazz Messengers,Moanin' (1999),null,Eng.
126867,151653-A069,7,007-Freaking Out,3m 38sec,Adema,Metal Hammer: 21st Century Noise (2001),null,Eng.
126868,16981-A050,13,013-New  Cascade,3m 7sec,Lauderdale,The Hummingbirds (2002),null,Eng.
126869,85116-A055,7,007-Spirit Lkae,3m 46sec,Gary Jess,Mount St. Helens (unknown),null,Eng.
126870,66664-A034,5,005-Big Cadillac,unknown,Golden Goldies,Gimme Dem Fuckin' Nuggets Bitch or I'll Punch Your Fuckin' Face (unknown),null,Eng.
126871,74721-A012,1,001Tonttujenjuhlayo,2m 34sec,CatCat ja Lapsikuoro,Joulun taikaa: 12 rakkainta joululaulua! (2003),null,Fin.
126872,120576-A046,14,014-Voices in the sky,2m 47sec,Rwside,Staatsgewalt (1997),null,unknown
126873,44604-A022,4,004-A Love Jam,3m 21sec,Melvin Sparks,It Is What It Is (2004),null,unknoawn
126874,64339-A011, 2,002-,unknown,Dieu Christ,(2002),null,Jap.
126875,73553-A023,5,005-Rumpfunk,4m 28sec,Mike Monday,City Life London (disc 1) (unknown),null,Eg.
126876,9639-A023,10,"010-Elevation a 5 sans dessus de violon ""Transfige dulcissime Jesu"", H. 251",10m 58sec,Marc-Antoine Charpentier,Messe des morts - Litanies (Le Concert Spirituel feat. conductor: Herve Niquet) (2006),null,FFre.
126877,145967-A016,3,003-Trois Impressions: III. Bebop 'n You,3m 4sec,Joseph Makholm,"New World A' Comin': Classical and Jazz Connections (feat. piano: Willis Delony, bass: Bill Grimes) (2000)",null,Eng.
126878,119553-A034,1,001-Where Can I Find Her,2m 43sec,The Moments,The Best of The Moments (1973),null,Eng.
126879,126573-a020,14,014-Samba Azul (Blue Samba),null,Jorge Calandrelli,Romantic Ballads (unknown),null,Eng.
126880,160569-A069,8,008-Bring It Back,4m 53sec,ATB,Two Worlds (2001),null,Eng.
126881,180239-A013,6,"006-On controle la zone (feat. Dje, Brams Mala)",3m 50sec,Booba,"Les inedits, vol. 3 / Autopsie (unknown)",null,Fre.
126882,114771-A044,20,"020-Variations Chromatiques (de concert), Op. 3: Variatio XIV. appassionato",0m 44sec,Georges Bizet,The Complete Original Jacket Collection (2007),null,Ger.
126883,77230-A032,6,006-Le sorti de un pianeta,5m 17sec,Pitura Freska,Durii i banchi (1993),null,Ita.
126884,153316-A031,10,,2m 45sec,Circus Bella All-Star Band,Circus,null,Eng.
126885,50391-A050,13,013-Giving You Up,unknown,Kylie Minogue,Now That's What I Call Music! 12 (2005),null,Dan.
126886,147305-A09,26,026-In dulci jubilo,1m 51sec,Stuttgarter Hymnus-Chorknaben,50 Best Of: Deutsche Weihnachten (2010),null,Ger.
126887,32649-A014,7,007-Still I Am Sad,3m 50sec,Boney M.,Their Most Beautiful Ballads (2000),null,Eng.
126888,124464-A00,2,002-Altitude (Dom & Gridlok remix),unknown,Stakka & Skynet & DJ Friction,Altitude 2008 Remixes,2008,Eng.
126889,155531-A059,9,009-Thoughts Weigh HeavyDont Get Drowned in the Weight of It All,4m 32sec,.moneen.,Are We Really Happy With Who We Are Right Now? (2003),null,Eng.
126890,47502-A056,15,015-When It's Sleepy Time Down South,4m 5sec,Dutch Swing College Band,Swinging Studio Sessions (1991),null,Eng.
126891,102051-A057,1,001-Shiny Stockings,4m 52sec,Count Basie,1960-03-29 Lkive at Palais De Chaillot (unknown),null,Eng.
126892,36577-A024,13,013-Come in Peace,3m 57sec,Doubting Thomas,"The Tyranny Off the Beat, Volume IV (1997)",null,Eng.
126893,224213-A054,9,009-Stranglet,3m 42sec,Xcentric Noizz,Fonline - Soundtrack (2011),null,Eng.
126894,7102-A038,unknown,013-We Thugs (My Niggas) (Jadakiss & Sheek),4m 4sec,Styles P,A Gangster and a Gentleman (2002),null,Eng.
126895,173834-A045,4,004-MLK,2m 22sec,U2,"1987-05-13: Brendan Byrne Arena, East Rutherford, NJ, USA (unknown)",null,Eng.
126896,83938-A042,13,"013-Goldberg-BWV Variationen, 988: Variatio 28. a 2 Clav.",2m 5sec,Johann Sebastian Bach,"Die Kompletten Werke, Volume 31: fur Tasteninstrumente (2004)",null,Ger.
126897,20535-A056,16,016-Heliogabalus,2m 55sec,Momus,Folktronic (2001),null,Eng.
126898,14533-A057,2,002-Motion,4m 45sec,Electromagnets,Electromagnets (1998),null,Eng.
126899,220879-a030,4,004-It's a Cold Night for Alligators,3m 2sec,Roky Erickson and The Aliens,The Evil One (2013),null,Eng.
126900,60337-A051,9,009-You Give Me Life,7m 5sec,Rita Springer,Up Rise (unknown),null,Eng.
126901,230033-A029,4,004-60 Yards,5m 49sec,Statler & Waldorf,Earwork.04 (2002),null,Eng.
126902,24543-A02,12,"012-Arrivederci, ciao amor",3m 17sec,Frans Bauer,Veel liefs (1995),null,Dut.
126903,165832-A031,4,"004- ,  :  ",1m 57sec,  ,  (unkon),null,Rus.
126904,134648-A061,5,005-Wonderful Dream (Holidays Are Coming) (radio version),3m 52sec,Melanie Thornton,Bravo Hits 36 (2002),null,Eng.
126905,29295-A038,10,010-Taxfri,3m 40sec,Electric Banana Band,Nu e're djur igen (unknown),null,unknown
126906,70163-A057,3,004-Satnam Sri Wahe Guru (Kirtan),9m 47sec,Jagjit Singh,Mitr Pyare Nu (unknown),null,Eng.
126907,140629-A044,2,002-Ce sera le jour,unknown,Valerie Lagrange,Chez moi (1981),null,Fre.
126908,186016-A033,1,001-Runaway,7m 33sec,Cabaret Voltaire,"Groovy, Laidback and Nasty (1990)",null,Eng.
126909,212220-A07,3,003-Mascarade (Nhar remix),7m 59sec,eFlix Cage,Mascarade EP (2011),null,Eng.
126910,154478-A049,3,003-Summer Solstice,unknown,Crystal Antlers,Two-Way_Mirror_(2011),null,Eng.
126911,155261-A048,5,004-Osiris Unveiled,2m 56sec,Dark Army,Requiem (2000),null, Eng.
126912,231787-A055,4,004-Hoochie Coo Baby,unknown,SOULd OUT,To From (2014),null,Jap.
126913,null,16,016-I Have Been Floated,4m 26sec,The Olivia Tremor Control,"2005-04-15: 40 Watt Club, Athens, GA, USA (unknown)",null,Eng.
126914,66660-A013,12,012-In Love With the Dead (Royal Vinyl Mixxx),5m 33sec,Bedlam,Bedlamitez Rize (unknown),null,Eng.
126915,89088-A016,19,010-Capeli (Italie du Centre),0m 46sec,Chet Nuneta,Ailleurs (2008),null,unknown
126916,30161-A042,4,004-Vakkevuller,3m 49sec,Simon,Oranje EK 2004 Portugal (unknown),null,Dut.
126917,204317-A03,B5,0B5-La guacamaya,2m 49sec,Cri-Cri,Cuentos y canciones de Cri-Cri (1963),null,Spa.
126918,190831-A046,5,005-Are You All Right?,unkno wn,Through the Sparks,Audio lotas EP (unknown),null,Eng.
126919,13796-A035,11,011-El Diablo Ska,3m 10sec,Jump With Joey,Come.... (unknown),null,unknown
126920,1380-A036,5,007-Una Casa de Amor,3m 51sec,Ralphi Rosario,Greatest Hits (1993),null,Eng.
126921,135494-A062,3,003-Main  Naraye Mastana,9m 40sec,Abida Parveen,Aman Ki Asha (unknown),null,unknown
126922,70255-A037,19,019-Outremer,2m 38sec,Peter Ratzenbeck,Acoustically Yours (unknown),null,unknown
126923,54527-A069,4,004-Still_Water,3m_36sec,The_Samples,Songs_From_the_Last_Drag_and_More_(1993),null,Eng.
126924,196480-A09,1,001-Nobodys Smilin,4m 19sec,Termanology,Time Machine (2009),null,Eng
126925,136304-A050,4,004-,2m 56sec,, (1975),null,Jap.
126926,31709-A037,5,005-Bel-Air,3m 53sec,The Church,Of Skins and Heart (1981),null,Eng.
126927,32399-A010,9,009-Fire Wire (Corvin Dalek Up Uranus mix),2m 46sec,Cosmic Gate,Ministry of Sound: Club Nation 2001,2001,Eng.
126928,233084-A023,1,001-Icehouse,4m 22sec,Flowers,Icehouse (2011),null,Eng.
126929,187760-A015,11,011-Clumbidextrous,3m 52sec,Sad Cafe,Fanx Ta-ra (1977),null,Eng.
126930,130047-A03,35,"035-Ruckert-Lieder, No. 2: Ich atmet einen linden Duft",2m 41sec,Gustav Mahler,Janet Baker: The Beloved Mezzo (2010),null,unknown
126931,49046-A034,19,019-Close to You,3m 42sec,Carpenters,Au Cur Des Slows (Dial) (unknown),null,Eng.
126932,102925-A012,6,006-Play the Game (Deutsche version),3m 34sec,Queen,We Will Rock You (Deutsche Originalaufnahme) (2005),null,Eng.
